dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 07:00:21.826 UTC 2 15 39 664 657 1573.585 2820.781 0 907.3054 739.684 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:59:22.608 UTC 3 12 0 453 445 1199.925 1951.18 0 184.2171 9.946156 0 0 60 0 0 0 NaN
Jun 11th 06:59:21.826 UTC 2 15 38 661 656 1567.454 2818.353 0 906.9108 739.5466 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:58:22.600 UTC 3 13 0 450 442 1192.196 1936.836 0 184.1243 9.963514 0 0 60 0 0 0 NaN
Jun 11th 06:58:21.828 UTC 2 15 39 658 652 1559.535 2799.107 0 906.0728 739.1624 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:57:22.598 UTC 3 12 0 449 441 1191.106 1930.083 0 183.9509 9.981026 0 0 60 0 0 0 NaN
Jun 11th 06:57:21.826 UTC 2 15 38 656 649 1555.88 2792.167 0 905.6425 738.8143 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:56:22.609 UTC 3 12 1 445 440 1179.844 1926.947 0 184.1841 9.993176 0 0 60 0 0 0 NaN
Jun 11th 06:56:21.825 UTC 2 14 36 654 647 1552.648 2780.133 0 905.1894 738.3964 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:55:22.608 UTC 3 12 0 444 438 1178.494 1916.722 0 184.228 10.00199 0 0 60 0 0 0 NaN
Jun 11th 06:55:21.817 UTC 2 15 38 651 641 1546.758 2757.243 0 904.3041 737.146 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:54:22.599 UTC 3 11 1 442 437 1174.684 1914.75 0 183.9183 10.02871 0 0 60 0 0 0 NaN
Jun 11th 06:54:21.827 UTC 2 15 36 648 639 1541.928 2747.775 0 903.5999 736.3885 0 0 48 0 0 617.7355 2.795183
Jun 11th 06:53:22.598 UTC 3 13 0 441 433 1170.701 1887.428 0 184.1429 10.04226 0 0 60 0 0 0 NaN
Jun 11th 06:53:20.817 UTC 2 15 40 647 635 1536.731 2728.034 0 903.2891 734.8932 0 0 47 0 0 605.923 2.766772
Jun 11th 06:52:22.606 UTC 3 12 1 439 430 1164.681 1869.688 0 183.2428 10.08093 0 0 60 0 0 0 NaN
